Tmin,Tmax,Pr,Date,Lat,Lon,,,,,,
12,27.800000000000001,-99.9,06/07/2008,-31776,-52359,,,,,,
12.199999999999999,22.399999999999999,-99.9,07/07/2008,-31776,-52359,,,,,,
11.800000000000001,19.399999999999999,-99.9,08/07/2008,-31776,-52359,,,,,,
6.2000000000000002,18.399999999999999,-99.9,09/07/2008,-31776,-52359,,,,,,
15,17.600000000000001,-99.9,10/07/2008,-31776,-52359,,,,,,
15,20.399999999999999,-99.9,11/07/2008,-31776,-52359,,,,,,
14,22.800000000000001,-99.9,12/07/2008,-31776,-52359,,,,,,
13.199999999999999,27.600000000000001,-99.9,13/07/2008,-31776,-52359,,,,,,
12.800000000000001,23.199999999999999,-99.9,14/07/2008,-31776,-52359,,,,,,
12.800000000000001,29,-99.9,15/07/2008,-31776,-52359,,,,,,
11.4,26.399999999999999,-99.9,16/07/2008,-31776,-52359,,,,,,
9.8000000000000007,28.199999999999999,-99.9,17/07/2008,-31776,-52359,,,,,,
12.6,21.199999999999999,-99.9,18/07/2008,-31776,-52359,,,,,,
11.800000000000001,16.199999999999999,-99.9,19/07/2008,-31776,-52359,,,,,,
10,15,-99.9,20/07/2008,-31776,-52359,,,,,,
12.800000000000001,16.399999999999999,-99.9,21/07/2008,-31776,-52359,,,,,,
13.800000000000001,20.199999999999999,-99.9,22/07/2008,-31776,-52359,,,,,,
10.4,14.199999999999999,-99.9,23/07/2008,-31776,-52359,,,,,,
9.5999999999999996,15.800000000000001,-99.9,24/07/2008,-31776,-52359,,,,,,
7.2000000000000002,14.800000000000001,-99.9,25/07/2008,-31776,-52359,,,,,,
4.7999999999999998,17.399999999999999,-99.9,26/07/2008,-31776,-52359,,,,,,
12.6,14.4,-99.9,27/07/2008,-31776,-52359,,,,,,
13,17.800000000000001,-99.9,28/07/2008,-31776,-52359,,,,,,
13.6,16.600000000000001,-99.9,29/07/2008,-31776,-52359,,,,,,
12.800000000000001,18,-99.9,30/07/2008,-31776,-52359,,,,,,
9,16.399999999999999,-99.9,31/07/2008,-31776,-52359,,,,,,
7.5999999999999996,16.199999999999999,-99.9,01/08/2008,-31776,-52359,,,,,,
10.800000000000001,16.199999999999999,-99.9,02/08/2008,-31776,-52359,,,,,,
4.7999999999999998,12.800000000000001,-99.9,03/08/2008,-31776,-52359,,,,,,
1,19.199999999999999,-99.9,04/08/2008,-31776,-52359,,,,,,
8,15.199999999999999,-99.9,05/08/2008,-31776,-52359,,,,,,
3.3999999999999999,18.399999999999999,-99.9,06/08/2008,-31776,-52359,,,,,,
7.2000000000000002,17,-99.9,07/08/2008,-31776,-52359,,,,,,
5.2000000000000002,14,-99.9,08/08/2008,-31776,-52359,,,,,,
1.2,15.4,-99.9,09/08/2008,-31776,-52359,,,,,,
5.4000000000000004,19.800000000000001,-99.9,10/08/2008,-31776,-52359,,,,,,
11.4,25.800000000000001,-99.9,11/08/2008,-31776,-52359,,,,,,
10.4,19.399999999999999,-99.9,12/08/2008,-31776,-52359,,,,,,
3.6000000000000001,15.800000000000001,-99.9,13/08/2008,-31776,-52359,,,,,,
6.5999999999999996,17.399999999999999,-99.9,14/08/2008,-31776,-52359,,,,,,
15.199999999999999,18.600000000000001,-99.9,15/08/2008,-31776,-52359,,,,,,
13.199999999999999,26.600000000000001,-99.9,16/08/2008,-31776,-52359,,,,,,
11.800000000000001,19.800000000000001,-99.9,17/08/2008,-31776,-52359,,,,,,
8.5999999999999996,14.4,-99.9,18/08/2008,-31776,-52359,,,,,,
13.199999999999999,16,-99.9,19/08/2008,-31776,-52359,,,,,,
14.6,18,-99.9,20/08/2008,-31776,-52359,,,,,,
12.4,16.800000000000001,-99.9,21/08/2008,-31776,-52359,,,,,,
7.2000000000000002,15,-99.9,22/08/2008,-31776,-52359,,,,,,
3,16.199999999999999,-99.9,23/08/2008,-31776,-52359,,,,,,
12.6,18.600000000000001,-99.9,24/08/2008,-31776,-52359,,,,,,
10,17.399999999999999,-99.9,25/08/2008,-31776,-52359,,,,,,
7,20.199999999999999,-99.9,26/08/2008,-31776,-52359,,,,,,
10.800000000000001,22.199999999999999,-99.9,27/08/2008,-31776,-52359,,,,,,
14.6,19.399999999999999,-99.9,28/08/2008,-31776,-52359,,,,,,
7.7999999999999998,17.800000000000001,-99.9,29/08/2008,-31776,-52359,,,,,,
5,19.800000000000001,-99.9,30/08/2008,-31776,-52359,,,,,,
6.2000000000000002,13.6,-99.9,31/08/2008,-31776,-52359,,,,,,
8.8000000000000007,24.199999999999999,-99.9,01/09/2008,-31776,-52359,,,,,,
12.4,30.399999999999999,-99.9,02/09/2008,-31776,-52359,,,,,,
11,26,-99.9,03/09/2008,-31776,-52359,,,,,,
9.5999999999999996,12.800000000000001,-99.9,04/09/2008,-31776,-52359,,,,,,
6,10,-99.9,05/09/2008,-31776,-52359,,,,,,
7.5999999999999996,13,-99.9,06/09/2008,-31776,-52359,,,,,,
9.4000000000000004,16.800000000000001,-99.9,07/09/2008,-31776,-52359,,,,,,
7.5999999999999996,17.600000000000001,-99.9,08/09/2008,-31776,-52359,,,,,,
7.7999999999999998,18.800000000000001,-99.9,09/09/2008,-31776,-52359,,,,,,
15.4,20.199999999999999,-99.9,10/09/2008,-31776,-52359,,,,,,
14.6,17.399999999999999,-99.9,11/09/2008,-31776,-52359,,,,,,
10.4,16.600000000000001,-99.9,12/09/2008,-31776,-52359,,,,,,
5.4000000000000004,17.600000000000001,-99.9,13/09/2008,-31776,-52359,,,,,,
7.7999999999999998,14.199999999999999,-99.9,14/09/2008,-31776,-52359,,,,,,
7.2000000000000002,15.4,-99.9,15/09/2008,-31776,-52359,,,,,,
9,18.399999999999999,-99.9,16/09/2008,-31776,-52359,,,,,,
7.4000000000000004,18.399999999999999,-99.9,17/09/2008,-31776,-52359,,,,,,
6.7999999999999998,19,-99.9,18/09/2008,-31776,-52359,,,,,,
11.4,20.800000000000001,-99.9,19/09/2008,-31776,-52359,,,,,,
15.4,20,-99.9,20/09/2008,-31776,-52359,,,,,,
11,18.399999999999999,-99.9,21/09/2008,-31776,-52359,,,,,,
13.199999999999999,20.199999999999999,-99.9,22/09/2008,-31776,-52359,,,,,,
9.5999999999999996,19.199999999999999,-99.9,23/09/2008,-31776,-52359,,,,,,
8.8000000000000007,20,-99.9,24/09/2008,-31776,-52359,,,,,,
12.6,20.800000000000001,-99.9,25/09/2008,-31776,-52359,,,,,,
15.199999999999999,21.600000000000001,-99.9,26/09/2008,-31776,-52359,,,,,,
15.6,22,-99.9,27/09/2008,-31776,-52359,,,,,,
15.800000000000001,22.199999999999999,-99.9,28/09/2008,-31776,-52359,,,,,,
17,22.199999999999999,-99.9,29/09/2008,-31776,-52359,,,,,,
17.399999999999999,22.800000000000001,-99.9,30/09/2008,-31776,-52359,,,,,,
16.600000000000001,22.800000000000001,-99.9,01/10/2008,-31776,-52359,,,,,,
16,24.399999999999999,-99.9,02/10/2008,-31776,-52359,,,,,,
10.6,25,-99.9,03/10/2008,-31776,-52359,,,,,,
12.6,22.199999999999999,-99.9,04/10/2008,-31776,-52359,,,,,,
11.199999999999999,19.600000000000001,-99.9,05/10/2008,-31776,-52359,,,,,,
6,24.600000000000001,-99.9,06/10/2008,-31776,-52359,,,,,,
8.4000000000000004,18,-99.9,07/10/2008,-31776,-52359,,,,,,
6.2000000000000002,17.800000000000001,-99.9,08/10/2008,-31776,-52359,,,,,,
12,21,-99.9,09/10/2008,-31776,-52359,,,,,,
11.199999999999999,23.399999999999999,-99.9,10/10/2008,-31776,-52359,,,,,,
17.199999999999999,22,-99.9,11/10/2008,-31776,-52359,,,,,,
16.600000000000001,25.800000000000001,-99.9,12/10/2008,-31776,-52359,,,,,,
17,22,-99.9,13/10/2008,-31776,-52359,,,,,,
16.600000000000001,22.399999999999999,-99.9,14/10/2008,-31776,-52359,,,,,,
16.600000000000001,19.199999999999999,-99.9,15/10/2008,-31776,-52359,,,,,,
14.6,20.600000000000001,-99.9,16/10/2008,-31776,-52359,,,,,,
11.199999999999999,20.800000000000001,-99.9,17/10/2008,-31776,-52359,,,,,,
10,21.199999999999999,-99.9,18/10/2008,-31776,-52359,,,,,,
8.1999999999999993,22.399999999999999,-99.9,19/10/2008,-31776,-52359,,,,,,
16,27.399999999999999,-99.9,20/10/2008,-31776,-52359,,,,,,
18.199999999999999,32.200000000000003,-99.9,21/10/2008,-31776,-52359,,,,,,
17.199999999999999,24.199999999999999,-99.9,22/10/2008,-31776,-52359,,,,,,
13.199999999999999,21,-99.9,23/10/2008,-31776,-52359,,,,,,
14,22.399999999999999,-99.9,24/10/2008,-31776,-52359,,,,,,
17,20.399999999999999,-99.9,25/10/2008,-31776,-52359,,,,,,
18.600000000000001,23.800000000000001,-99.9,26/10/2008,-31776,-52359,,,,,,
14,21.399999999999999,-99.9,27/10/2008,-31776,-52359,,,,,,
9.4000000000000004,22,-99.9,28/10/2008,-31776,-52359,,,,,,
17.600000000000001,25,-99.9,29/10/2008,-31776,-52359,,,,,,
12.6,21.600000000000001,-99.9,30/10/2008,-31776,-52359,,,,,,
12.6,22.399999999999999,-99.9,31/10/2008,-31776,-52359,,,,,,
12.4,22,-99.9,01/11/2008,-31776,-52359,,,,,,
17.600000000000001,25,-99.9,02/11/2008,-31776,-52359,,,,,,
17.199999999999999,25.199999999999999,-99.9,03/11/2008,-31776,-52359,,,,,,
15.199999999999999,26.800000000000001,-99.9,04/11/2008,-31776,-52359,,,,,,
17.199999999999999,30.199999999999999,-99.9,05/11/2008,-31776,-52359,,,,,,
19.399999999999999,29.800000000000001,-99.9,06/11/2008,-31776,-52359,,,,,,
17.199999999999999,25.800000000000001,-99.9,07/11/2008,-31776,-52359,,,,,,
19.199999999999999,28,-99.9,08/11/2008,-31776,-52359,,,,,,
20.199999999999999,27,-99.9,09/11/2008,-31776,-52359,,,,,,
17.399999999999999,25.600000000000001,-99.9,10/11/2008,-31776,-52359,,,,,,
18.399999999999999,25.399999999999999,-99.9,11/11/2008,-31776,-52359,,,,,,
18.399999999999999,25.399999999999999,-99.9,12/11/2008,-31776,-52359,,,,,,
16.199999999999999,25.399999999999999,-99.9,13/11/2008,-31776,-52359,,,,,,
15.6,23.199999999999999,-99.9,14/11/2008,-31776,-52359,,,,,,
15.6,30.199999999999999,-99.9,15/11/2008,-31776,-52359,,,,,,
12.4,21.399999999999999,-99.9,16/11/2008,-31776,-52359,,,,,,
8,24.199999999999999,-99.9,17/11/2008,-31776,-52359,,,,,,
10.6,24.800000000000001,-99.9,18/11/2008,-31776,-52359,,,,,,
11.4,23,-99.9,19/11/2008,-31776,-52359,,,,,,
16,21.800000000000001,-99.9,20/11/2008,-31776,-52359,,,,,,
17,24.199999999999999,-99.9,21/11/2008,-31776,-52359,,,,,,
17.600000000000001,24.199999999999999,-99.9,22/11/2008,-31776,-52359,,,,,,
18.800000000000001,25.199999999999999,-99.9,23/11/2008,-31776,-52359,,,,,,
18,27.399999999999999,-99.9,24/11/2008,-31776,-52359,,,,,,
20.800000000000001,29.800000000000001,-99.9,25/11/2008,-31776,-52359,,,,,,
21.199999999999999,29.199999999999999,-99.9,26/11/2008,-31776,-52359,,,,,,
21.800000000000001,29,-99.9,27/11/2008,-31776,-52359,,,,,,
21.399999999999999,29.199999999999999,-99.9,28/11/2008,-31776,-52359,,,,,,
21.600000000000001,29.800000000000001,-99.9,29/11/2008,-31776,-52359,,,,,,
19.800000000000001,26,-99.9,30/11/2008,-31776,-52359,,,,,,
17.800000000000001,22.600000000000001,-99.9,01/12/2008,-31776,-52359,,,,,,
16.399999999999999,22.600000000000001,-99.9,02/12/2008,-31776,-52359,,,,,,
13.6,21.800000000000001,-99.9,03/12/2008,-31776,-52359,,,,,,
14,23.199999999999999,-99.9,04/12/2008,-31776,-52359,,,,,,
11.800000000000001,23.800000000000001,-99.9,05/12/2008,-31776,-52359,,,,,,
10.800000000000001,26.199999999999999,-99.9,06/12/2008,-31776,-52359,,,,,,
15.199999999999999,29.199999999999999,-99.9,07/12/2008,-31776,-52359,,,,,,
18.800000000000001,30.600000000000001,-99.9,08/12/2008,-31776,-52359,,,,,,
18.399999999999999,33,-99.9,09/12/2008,-31776,-52359,,,,,,
19.399999999999999,25.199999999999999,-99.9,10/12/2008,-31776,-52359,,,,,,
19.399999999999999,23.399999999999999,-99.9,11/12/2008,-31776,-52359,,,,,,
17.600000000000001,24.800000000000001,-99.9,12/12/2008,-31776,-52359,,,,,,
16.800000000000001,24.800000000000001,-99.9,13/12/2008,-31776,-52359,,,,,,
18.800000000000001,23.800000000000001,-99.9,14/12/2008,-31776,-52359,,,,,,
18.600000000000001,25.600000000000001,-99.9,15/12/2008,-31776,-52359,,,,,,
18.399999999999999,26.399999999999999,-99.9,16/12/2008,-31776,-52359,,,,,,
19.199999999999999,27,-99.9,17/12/2008,-31776,-52359,,,,,,
16.600000000000001,27,-99.9,18/12/2008,-31776,-52359,,,,,,
21,26.800000000000001,-99.9,19/12/2008,-31776,-52359,,,,,,
20.199999999999999,28.199999999999999,-99.9,20/12/2008,-31776,-52359,,,,,,
21.399999999999999,31.199999999999999,-99.9,21/12/2008,-31776,-52359,,,,,,
21.800000000000001,29,-99.9,22/12/2008,-31776,-52359,,,,,,
22.199999999999999,30.199999999999999,-99.9,23/12/2008,-31776,-52359,,,,,,
21.399999999999999,28,-99.9,24/12/2008,-31776,-52359,,,,,,
21.399999999999999,31.199999999999999,-99.9,25/12/2008,-31776,-52359,,,,,,
18.800000000000001,28,-99.9,26/12/2008,-31776,-52359,,,,,,
20.600000000000001,29.600000000000001,-99.9,27/12/2008,-31776,-52359,,,,,,
18.399999999999999,34.600000000000001,-99.9,28/12/2008,-31776,-52359,,,,,,
15.4,25.600000000000001,-99.9,29/12/2008,-31776,-52359,,,,,,
12.6,25.399999999999999,-99.9,30/12/2008,-31776,-52359,,,,,,
15.800000000000001,28.399999999999999,-99.9,31/12/2008,-31776,-52359,,,,,,
17.800000000000001,26.199999999999999,-99.9,01/01/2009,-31776,-52359,,,,,,
17,25.399999999999999,-99.9,02/01/2009,-31776,-52359,,,,,,
16.600000000000001,22.399999999999999,-99.9,03/01/2009,-31776,-52359,,,,,,
15.199999999999999,26.600000000000001,-99.9,04/01/2009,-31776,-52359,,,,,,
12,30,-99.9,05/01/2009,-31776,-52359,,,,,,
15.4,31.199999999999999,-99.9,06/01/2009,-31776,-52359,,,,,,
17.600000000000001,36.600000000000001,-99.9,07/01/2009,-31776,-52359,,,,,,
19.199999999999999,25,-99.9,08/01/2009,-31776,-52359,,,,,,
17,27.399999999999999,-99.9,09/01/2009,-31776,-52359,,,,,,
20,23,-99.9,10/01/2009,-31776,-52359,,,,,,
20.600000000000001,28.199999999999999,-99.9,11/01/2009,-31776,-52359,,,,,,
19,28.800000000000001,-99.9,12/01/2009,-31776,-52359,,,,,,
18.199999999999999,26.600000000000001,-99.9,13/01/2009,-31776,-52359,,,,,,
18.399999999999999,29.399999999999999,-99.9,14/01/2009,-31776,-52359,,,,,,
18.800000000000001,29,-99.9,15/01/2009,-31776,-52359,,,,,,
17.600000000000001,28.800000000000001,-99.9,16/01/2009,-31776,-52359,,,,,,
20.199999999999999,31.199999999999999,-99.9,17/01/2009,-31776,-52359,,,,,,
19.199999999999999,30,-99.9,18/01/2009,-31776,-52359,,,,,,
16.800000000000001,22.600000000000001,-99.9,19/01/2009,-31776,-52359,,,,,,
13.4,26.199999999999999,-99.9,20/01/2009,-31776,-52359,,,,,,
13,26.600000000000001,-99.9,21/01/2009,-31776,-52359,,,,,,
14.4,27.199999999999999,-99.9,22/01/2009,-31776,-52359,,,,,,
19.399999999999999,28.199999999999999,-99.9,23/01/2009,-31776,-52359,,,,,,
18.800000000000001,28.800000000000001,-99.9,24/01/2009,-31776,-52359,,,,,,
20.399999999999999,32.799999999999997,-99.9,25/01/2009,-31776,-52359,,,,,,
22,33,-99.9,26/01/2009,-31776,-52359,,,,,,
22,29.600000000000001,-99.9,27/01/2009,-31776,-52359,,,,,,
21.199999999999999,24.399999999999999,-99.9,28/01/2009,-31776,-52359,,,,,,
21.199999999999999,30,-99.9,29/01/2009,-31776,-52359,,,,,,
20.600000000000001,27.399999999999999,-99.9,30/01/2009,-31776,-52359,,,,,,
20.800000000000001,27.600000000000001,-99.9,31/01/2009,-31776,-52359,,,,,,
17.5,25.800000000000001,-99.9,01/02/2009,-31776,-52359,,,,,,
17,26,-99.9,02/02/2009,-31776,-52359,,,,,,
22,30,-99.9,03/02/2009,-31776,-52359,,,,,,
20.600000000000001,28,-99.9,04/02/2009,-31776,-52359,,,,,,
17,26.600000000000001,-99.9,05/02/2009,-31776,-52359,,,,,,
20.399999999999999,32.399999999999999,-99.9,06/02/2009,-31776,-52359,,,,,,
17.600000000000001,29.399999999999999,-99.9,07/02/2009,-31776,-52359,,,,,,
19.399999999999999,28,-99.9,08/02/2009,-31776,-52359,,,,,,
18.399999999999999,32.600000000000001,-99.9,09/02/2009,-31776,-52359,,,,,,
20,31.399999999999999,-99.9,10/02/2009,-31776,-52359,,,,,,
20.800000000000001,30,-99.9,11/02/2009,-31776,-52359,,,,,,
14.4,25.600000000000001,-99.9,12/02/2009,-31776,-52359,,,,,,
13.6,26.199999999999999,-99.9,13/02/2009,-31776,-52359,,,,,,
16.600000000000001,27.800000000000001,-99.9,14/02/2009,-31776,-52359,,,,,,
19.600000000000001,28.800000000000001,-99.9,15/02/2009,-31776,-52359,,,,,,
22,30.199999999999999,-99.9,16/02/2009,-31776,-52359,,,,,,
20.199999999999999,28.399999999999999,-99.9,17/02/2009,-31776,-52359,,,,,,
22.399999999999999,31.199999999999999,-99.9,18/02/2009,-31776,-52359,,,,,,
22.800000000000001,31,-99.9,19/02/2009,-31776,-52359,,,,,,
21.399999999999999,33.600000000000001,-99.9,20/02/2009,-31776,-52359,,,,,,
21.399999999999999,30,-99.9,21/02/2009,-31776,-52359,,,,,,
21.800000000000001,29.800000000000001,-99.9,22/02/2009,-31776,-52359,,,,,,
19.600000000000001,26.399999999999999,-99.9,23/02/2009,-31776,-52359,,,,,,
17.399999999999999,26.600000000000001,-99.9,24/02/2009,-31776,-52359,,,,,,
17.800000000000001,26.399999999999999,-99.9,25/02/2009,-31776,-52359,,,,,,
20.600000000000001,23.600000000000001,-99.9,26/02/2009,-31776,-52359,,,,,,
19,25.399999999999999,-99.9,27/02/2009,-31776,-52359,,,,,,
18.399999999999999,27.399999999999999,-99.9,28/02/2009,-31776,-52359,,,,,,
22,28,-99.9,01/03/2009,-31776,-52359,,,,,,
23.199999999999999,29.399999999999999,-99.9,02/03/2009,-31776,-52359,,,,,,
20.600000000000001,28.600000000000001,-99.9,03/03/2009,-31776,-52359,,,,,,
20.800000000000001,26.600000000000001,-99.9,04/03/2009,-31776,-52359,,,,,,
20.800000000000001,26.800000000000001,-99.9,05/03/2009,-31776,-52359,,,,,,
19.199999999999999,27.199999999999999,-99.9,06/03/2009,-31776,-52359,,,,,,
16.399999999999999,26,-99.9,07/03/2009,-31776,-52359,,,,,,
19.800000000000001,23.600000000000001,-99.9,08/03/2009,-31776,-52359,,,,,,
19.399999999999999,26.399999999999999,-99.9,09/03/2009,-31776,-52359,,,,,,
21.600000000000001,25.600000000000001,-99.9,10/03/2009,-31776,-52359,,,,,,
21.600000000000001,24.600000000000001,-99.9,11/03/2009,-31776,-52359,,,,,,
19.399999999999999,28.399999999999999,-99.9,12/03/2009,-31776,-52359,,,,,,
19.800000000000001,25.600000000000001,-99.9,13/03/2009,-31776,-52359,,,,,,
17.600000000000001,31.600000000000001,-99.9,14/03/2009,-31776,-52359,,,,,,
16.399999999999999,26.399999999999999,-99.9,15/03/2009,-31776,-52359,,,,,,
11,25.199999999999999,-99.9,16/03/2009,-31776,-52359,,,,,,
13.199999999999999,26,-99.9,17/03/2009,-31776,-52359,,,,,,
12.800000000000001,25.600000000000001,-99.9,18/03/2009,-31776,-52359,,,,,,
14.6,26,-99.9,19/03/2009,-31776,-52359,,,,,,
20.600000000000001,26.399999999999999,-99.9,20/03/2009,-31776,-52359,,,,,,
20,28.199999999999999,-99.9,21/03/2009,-31776,-52359,,,,,,
20,28.399999999999999,-99.9,22/03/2009,-31776,-52359,,,,,,
20,27.199999999999999,-99.9,23/03/2009,-31776,-52359,,,,,,
17.800000000000001,26.600000000000001,-99.9,24/03/2009,-31776,-52359,,,,,,
16.600000000000001,26.800000000000001,-99.9,25/03/2009,-31776,-52359,,,,,,
17.199999999999999,28.399999999999999,-99.9,26/03/2009,-31776,-52359,,,,,,
20.399999999999999,29.399999999999999,-99.9,27/03/2009,-31776,-52359,,,,,,
17.800000000000001,29.600000000000001,-99.9,28/03/2009,-31776,-52359,,,,,,
18.199999999999999,30.600000000000001,-99.9,29/03/2009,-31776,-52359,,,,,,
19,31,-99.9,30/03/2009,-31776,-52359,,,,,,
19,28,-99.9,31/03/2009,-31776,-52359,,,,,,
14.800000000000001,23.199999999999999,-99.9,01/04/2009,-31776,-52359,,,,,,
10.4,24,-99.9,02/04/2009,-31776,-52359,,,,,,
16.199999999999999,29.600000000000001,-99.9,03/04/2009,-31776,-52359,,,,,,
20.199999999999999,30.199999999999999,-99.9,04/04/2009,-31776,-52359,,,,,,
17.800000000000001,26,-99.9,05/04/2009,-31776,-52359,,,,,,
14.199999999999999,28.399999999999999,-99.9,06/04/2009,-31776,-52359,,,,,,
14.199999999999999,28.600000000000001,-99.9,07/04/2009,-31776,-52359,,,,,,
16.800000000000001,24,-99.9,08/04/2009,-31776,-52359,,,,,,
13.6,24.600000000000001,-99.9,09/04/2009,-31776,-52359,,,,,,
12,23,-99.9,10/04/2009,-31776,-52359,,,,,,
9.5999999999999996,29.199999999999999,-99.9,11/04/2009,-31776,-52359,,,,,,
12,28.399999999999999,-99.9,12/04/2009,-31776,-52359,,,,,,
14.199999999999999,30.199999999999999,-99.9,13/04/2009,-31776,-52359,,,,,,
15.6,23.199999999999999,-99.9,14/04/2009,-31776,-52359,,,,,,
10.4,23.399999999999999,-99.9,15/04/2009,-31776,-52359,,,,,,
8.5999999999999996,24.399999999999999,-99.9,16/04/2009,-31776,-52359,,,,,,
13.6,27.600000000000001,-99.9,17/04/2009,-31776,-52359,,,,,,
16.199999999999999,32.399999999999999,-99.9,18/04/2009,-31776,-52359,,,,,,
13,20.600000000000001,-99.9,19/04/2009,-31776,-52359,,,,,,
8.5999999999999996,22.399999999999999,-99.9,20/04/2009,-31776,-52359,,,,,,
9,22.600000000000001,-99.9,21/04/2009,-31776,-52359,,,,,,
18.399999999999999,24.600000000000001,-99.9,22/04/2009,-31776,-52359,,,,,,
15,25,-99.9,23/04/2009,-31776,-52359,,,,,,
14.4,25,-99.9,24/04/2009,-31776,-52359,,,,,,
17.600000000000001,25.399999999999999,-99.9,25/04/2009,-31776,-52359,,,,,,
15.6,25.199999999999999,-99.9,26/04/2009,-31776,-52359,,,,,,
12.6,25,-99.9,27/04/2009,-31776,-52359,,,,,,
11.4,29.199999999999999,-99.9,28/04/2009,-31776,-52359,,,,,,
12.199999999999999,28.800000000000001,-99.9,29/04/2009,-31776,-52359,,,,,,
13,22.800000000000001,-99.9,30/04/2009,-31776,-52359,,,,,,
9.1999999999999993,23,-99.9,01/05/2009,-31776,-52359,,,,,,
11,24.399999999999999,-99.9,02/05/2009,-31776,-52359,,,,,,
13.4,24.800000000000001,-99.9,03/05/2009,-31776,-52359,,,,,,
13.4,28,-99.9,04/05/2009,-31776,-52359,,,,,,
12.199999999999999,27.399999999999999,-99.9,05/05/2009,-31776,-52359,,,,,,
10.199999999999999,21.199999999999999,-99.9,06/05/2009,-31776,-52359,,,,,,
8.1999999999999993,24,-99.9,07/05/2009,-31776,-52359,,,,,,
9,23.800000000000001,-99.9,08/05/2009,-31776,-52359,,,,,,
9.4000000000000004,24.399999999999999,-99.9,09/05/2009,-31776,-52359,,,,,,
14.6,26.199999999999999,-99.9,10/05/2009,-31776,-52359,,,,,,
15,30.600000000000001,-99.9,11/05/2009,-31776,-52359,,,,,,
18,21.800000000000001,-99.9,12/05/2009,-31776,-52359,,,,,,
18.199999999999999,21.600000000000001,-99.9,13/05/2009,-31776,-52359,,,,,,
12.4,19.600000000000001,-99.9,14/05/2009,-31776,-52359,,,,,,
9.5999999999999996,17.199999999999999,-99.9,15/05/2009,-31776,-52359,,,,,,
4,17.399999999999999,-99.9,16/05/2009,-31776,-52359,,,,,,
5.4000000000000004,23,-99.9,17/05/2009,-31776,-52359,,,,,,
8.4000000000000004,19,-99.9,18/05/2009,-31776,-52359,,,,,,
10.6,20.600000000000001,-99.9,19/05/2009,-31776,-52359,,,,,,
11,25.399999999999999,-99.9,20/05/2009,-31776,-52359,,,,,,
15.4,31.199999999999999,-99.9,21/05/2009,-31776,-52359,,,,,,
14.4,30.800000000000001,-99.9,22/05/2009,-31776,-52359,,,,,,
12,30.199999999999999,-99.9,23/05/2009,-31776,-52359,,,,,,
12.6,26.199999999999999,-99.9,24/05/2009,-31776,-52359,,,,,,
13.4,24.600000000000001,-99.9,25/05/2009,-31776,-52359,,,,,,
12.800000000000001,20.800000000000001,-99.9,26/05/2009,-31776,-52359,,,,,,
8.5999999999999996,18,-99.9,27/05/2009,-31776,-52359,,,,,,
6.7999999999999998,16.399999999999999,-99.9,28/05/2009,-31776,-52359,,,,,,
7.4000000000000004,17,-99.9,29/05/2009,-31776,-52359,,,,,,
10,16.199999999999999,-99.9,30/05/2009,-31776,-52359,,,,,,
10.199999999999999,16.199999999999999,-99.9,31/05/2009,-31776,-52359,,,,,,
8.1999999999999993,14.6,-99.9,01/06/2009,-31776,-52359,,,,,,
7.7999999999999998,13.4,-99.9,02/06/2009,-31776,-52359,,,,,,
4.7999999999999998,16.399999999999999,-99.9,03/06/2009,-31776,-52359,,,,,,
1.6000000000000001,17.800000000000001,-99.9,04/06/2009,-31776,-52359,,,,,,
8,19.199999999999999,-99.9,05/06/2009,-31776,-52359,,,,,,
8.4000000000000004,14.4,-99.9,06/06/2009,-31776,-52359,,,,,,
4,17.399999999999999,-99.9,07/06/2009,-31776,-52359,,,,,,
8.5999999999999996,16.600000000000001,-99.9,08/06/2009,-31776,-52359,,,,,,
9.1999999999999993,15.4,-99.9,09/06/2009,-31776,-52359,,,,,,
3.7999999999999998,15.6,-99.9,10/06/2009,-31776,-52359,,,,,,
4.4000000000000004,14.800000000000001,-99.9,11/06/2009,-31776,-52359,,,,,,
9,17.600000000000001,-99.9,12/06/2009,-31776,-52359,,,,,,
5.4000000000000004,17.800000000000001,-99.9,13/06/2009,-31776,-52359,,,,,,
6.4000000000000004,20.199999999999999,-99.9,14/06/2009,-31776,-52359,,,,,,
9.5999999999999996,19.800000000000001,-99.9,15/06/2009,-31776,-52359,,,,,,
9.4000000000000004,15.6,-99.9,16/06/2009,-31776,-52359,,,,,,
11.199999999999999,17,-99.9,17/06/2009,-31776,-52359,,,,,,
12.4,19.800000000000001,-99.9,18/06/2009,-31776,-52359,,,,,,
12.800000000000001,22.800000000000001,-99.9,19/06/2009,-31776,-52359,,,,,,
12,25.800000000000001,-99.9,20/06/2009,-31776,-52359,,,,,,
13,24,-99.9,21/06/2009,-31776,-52359,,,,,,
15,18.800000000000001,-99.9,22/06/2009,-31776,-52359,,,,,,
9.4000000000000004,15.4,-99.9,23/06/2009,-31776,-52359,,,,,,
6,12.6,-99.9,24/06/2009,-31776,-52359,,,,,,
2.2000000000000002,12.800000000000001,-99.9,25/06/2009,-31776,-52359,,,,,,
0.20000000000000001,14,-99.9,26/06/2009,-31776,-52359,,,,,,
2.3999999999999999,15,-99.9,27/06/2009,-31776,-52359,,,,,,
2.2000000000000002,17.600000000000001,-99.9,28/06/2009,-31776,-52359,,,,,,
14.6,16.399999999999999,-99.9,29/06/2009,-31776,-52359,,,,,,
